speaker,global_session,conference,total_utterances,total_explanations,total_decisions,total_new_ideas,total_self_intros,total_minutes_spoken,first_minute,last_minute
Arne Bakker,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,1,1,0,0,1,38.0,12.033333333333331,12.033333333333331
Candace Fleischer,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,2,1,0,0,1,38.0,10.533333333333331,11.216666666666669
Robert Frymier Jr,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,2,1,0,0,1,38.0,,
Sandra Laney,2021_09_30_MZT_S6_MZT,2021_09_30_MZT_S6,1,0,0,0,1,38.0,11.816666666666666,11.816666666666666
Victoria S Meadows,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,1,0,0,0,0,38.0,9.983333333333333,9.983333333333333
Gillian Zybertberg,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,3,0,0,0,1,37.0,10.55,16.05
Katia Koelle,2021_10_01_MZT_S2_MZT,2021_10_01_MZT_S2,6,0,0,0,0,37.0,12.65,16.883333333333333
Christine K Johnson,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,3,0,0,0,0,36.0,17.466666666666665,18.066666666666663
Jyoti Dube,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,4,0,0,0,0,36.0,11.516666666666667,12.166666666666666
Sapun Parekh,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,1,0,0,1,36.0,19.866666666666667,19.866666666666667
Shannon Mackenzie | JHU APL,2021_06_11_SLU_S3_SLU,2021_06_11_SLU_S3,34,0,0,0,1,36.0,15.333333333333334,15.933333333333334
Andrew Feig,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,4,0,0,0,0,35.0,16.833333333333332,17.833333333333332
Dylan McCreedy | Texas A&M,2021_05_21_ABI_S6_ABI,2021_05_21_ABI_S6,3,0,0,0,1,35.0,12.133333333333333,14.55
Melanie Gareau,2021_04_23_MND_S4_MND,2021_04_23_MND_S4,1,0,0,0,0,35.0,13.55,13.55
Silvia Ronco,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,7,0,0,0,0,35.0,,
Solange Duhamel,2021_06_11_SLU_S7_SLU,2021_06_11_SLU_S7,2,1,0,0,1,35.0,17.933333333333334,18.5
Leah Pyter OSU,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,1,1,0,0,1,34.0,13.366666666666667,13.366666666666667
Shannon Mackenzie | JHU APL,2021_06_11_SLU_S11_SLU,2021_06_11_SLU_S11,1,1,0,0,1,34.0,16.216666666666665,16.216666666666665
Daren Ginete,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,1,1,0,0,1,33.0,11.316666666666666,11.316666666666666
Diane Matar,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,3,1,0,0,2,33.0,19.0,19.566666666666663
Emily Balakus,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,1,0,0,0,0,32.0,,
Irene Yang,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,3,0,0,0,1,32.0,9.316666666666666,14.55
Kevin Cavallo,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,1,0,0,0,0,31.0,13.966666666666669,13.966666666666669
Mary Voytek,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,1,0,0,0,1,31.0,17.033333333333335,17.033333333333335
Stephanie Cologna,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,2,1,0,0,1,31.0,10.033333333333331,10.183333333333334
Unknown speaker,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,9,0,0,0,1,31.0,10.066666666666666,17.816666666666666
Wan-Wei Tseng,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,8,0,0,0,1,31.0,11.466666666666669,13.583333333333334
Lawrence David,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,4,0,0,0,1,30.0,13.016666666666667,15.666666666666666
Michael Burton,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,2,0,0,0,1,30.0,10.8,14.0
Amanda Stockton Georgia Institute of Technology,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,2,0,0,0,1,29.0,17.516666666666666,17.516666666666666
Ashley Marie Gorey,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,3,0,0,0,0,29.0,12.266666666666667,12.75
Ed McCleskey CZI,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,7,0,0,0,0,29.0,16.233333333333334,18.183333333333337
Katharine White--Notre Dame,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,1,0,0,0,0,29.0,12.0,12.0
Lingyang Luo,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,3,0,0,0,0,29.0,10.933333333333334,12.4
Matt Bozio,2021_05_20_ABI_S6_ABI,2021_05_20_ABI_S6,8,1,0,0,0,29.0,9.783333333333331,12.966666666666669
Gail Robertson-Steele,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,5,0,0,0,0,28.0,14.3,14.933333333333334
Haike Qi,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,1,0,0,0,0,28.0,19.133333333333333,19.133333333333333
Leanne Joan Dube,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,0,0,0,0,28.0,13.883333333333333,17.666666666666668
Rebecca Garabed,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,5,0,0,0,0,28.0,10.016666666666667,18.183333333333337
Silvia Ronco,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,4,0,0,0,0,28.0,14.783333333333331,15.433333333333334
Silvia Ronco,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,2,0,0,0,1,28.0,18.383333333333333,18.416666666666668
Daren Ginete,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,2,0,0,0,2,27.0,10.016666666666667,19.733333333333334
Jeff Bodwin,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,3,0,0,0,0,27.0,11.983333333333333,13.9
Melanie Garces,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,2,0,0,0,0,27.0,13.566666666666666,13.75
Jill Sean McEachern,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,26.0,12.55,12.55
Leah Pyter,2021_04_23_MND_S4_MND,2021_04_23_MND_S4,1,0,0,0,0,26.0,13.116666666666667,13.116666666666667
Leanne Debra Opheim Stoltze,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,0,0,0,0,26.0,,
Richard Weiner,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,2,0,0,0,0,26.0,10.933333333333334,11.75
Richard Weisman,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,2,0,0,0,0,26.0,10.866666666666667,11.683333333333334
Andrew Feig,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,2,1,0,0,0,25.0,5.95,6.366666666666666
Andrew Feig,2021_05_21_ABI_S9_ABI,2021_05_21_ABI_S9,2,0,0,0,0,25.0,16.616666666666667,16.95
Arnold Mayer-Mcgill,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,1,0,0,0,0,25.0,12.5,12.5
Jeff Albert Finefield,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,6,0,0,0,0,25.0,11.5,15.183333333333334
Jeff Tannebaum,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,0,0,0,0,25.0,10.233333333333333,10.233333333333333
Richard Wiener,2021_06_10_SLU_S5_SLU,2021_06_10_SLU_S5,6,0,0,0,0,25.0,17.416666666666668,18.1
Richard Wiener,2021_09_30_MZT_S3_MZT,2021_09_30_MZT_S3,3,0,0,0,1,25.0,18.433333333333337,18.833333333333332
Gergis Obaid,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,2,0,0,0,1,24.0,12.266666666666667,12.666666666666666
Yael Kiselman,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,4,0,0,0,0,24.0,10.066666666666666,11.933333333333334
Abigail Levy,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,1,1,0,0,1,23.0,14.666666666666666,14.666666666666666
Andrew Feig,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,7,0,0,0,0,23.0,,
Aniruddha Ray,2021_05_20_ABI_S5_ABI,2021_05_20_ABI_S5,3,0,0,0,0,23.0,11.316666666666666,15.9
Joel Pfu,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,23.0,14.216666666666669,14.216666666666669
Mark Wilber,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,2,0,0,0,0,23.0,17.0,17.233333333333334
Richard Wiener,2021_06_10_SLU_S2_SLU,2021_06_10_SLU_S2,4,0,0,0,0,23.0,15.0,17.083333333333332
Richard Wiener,2021_09_30_MZT_S7_MZT,2021_09_30_MZT_S7,3,0,0,0,0,23.0,11.0,13.0
Andrew Feig,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,2,0,0,0,0,22.0,15.583333333333334,15.85
Layla Oesper,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,0,0,0,0,22.0,11.466666666666669,11.466666666666669
Ali Keshavarazian,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,15,0,0,0,1,21.0,11.35,17.966666666666665
Cesar de la Fuente U Penn,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,4,0,0,0,0,21.0,5.1,8.016666666666667
Richard Wiener,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,2,0,0,0,0,21.0,17.616666666666667,17.933333333333334
Sandra Laney,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,2,0,0,0,0,21.0,10.816666666666666,12.466666666666669
Sandra Laney,2021_05_21_ABI_S4_ABI,2021_05_21_ABI_S4,1,0,0,0,1,21.0,13.316666666666666,13.316666666666666
Silvia Ronco RC4SA,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,4,0,0,0,0,21.0,,
Alda Ebrahimi,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,24,0,0,0,0,20.0,14.65,15.0
Bill Mccleskey,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,5,0,0,0,0,20.0,14.533333333333331,17.316666666666666
Cesar de la Fuente Ureña,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,7,0,0,0,0,20.0,10.9,15.35
Chris Martin,2021_06_11_SLU_S5_SLU,2021_06_11_SLU_S5,1,1,0,0,1,20.0,16.083333333333332,16.083333333333332
Sandra Laney,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,2,0,0,0,1,20.0,10.533333333333331,15.433333333333334
Sandra Laney,2021_05_21_ABI_S8_ABI,2021_05_21_ABI_S8,1,1,0,0,1,20.0,12.75,12.75
Sayan Patra,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,2,0,0,0,0,20.0,11.85,12.25
Walsh,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,1,0,0,0,1,20.0,16.583333333333332,16.583333333333332
Yang,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,3,0,0,0,2,20.0,9.6,13.233333333333333
Andrew Feig,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,3,0,0,0,0,19.0,10.9,12.266666666666667
Chris Martin,2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,1,0,0,0,1,19.0,15.6,15.6
Flavio Frohlich,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,1,0,0,0,1,19.0,14.45,14.45
Lisa Satterthwaite,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,4,0,0,0,0,19.0,13.5,15.15
Wilfred van der Donk,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,4,0,0,0,0,19.0,17.6,18.216666666666665
bot1,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,4,0,0,0,0,19.0,13.1,13.783333333333331
JP Bryson,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,4,1,0,0,0,18.0,10.05,12.0
Richard Wiener,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,4,0,0,0,0,18.0,9.2,9.933333333333334
Xun Wang,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,5,1,0,0,1,18.0,12.316666666666666,14.95
Andrew Feig,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,4,0,0,0,0,17.0,17.5,18.333333333333332
Jill Panzer Codding,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,1,0,0,0,17.0,10.516666666666667,10.516666666666667
Lee Berg,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,3,0,0,0,0,17.0,16.833333333333332,17.866666666666667
Rachel Parker,2021_06_11_SLU_S13_SLU,2021_06_11_SLU_S13,1,1,0,0,1,16.0,14.483333333333333,14.483333333333333
Anila Das,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,3,0,0,0,0,15.0,10.366666666666667,12.616666666666667
Samuel Achilefu,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,1,0,0,0,0,15.0,9.916666666666666,9.916666666666666
Sandra Laney,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,1,1,0,0,0,15.0,16.833333333333332,16.833333333333332
Daren Ginete,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,1,0,0,0,1,14.0,16.783333333333335,16.783333333333335
Jae,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,1,0,0,0,1,14.0,5.633333333333334,5.633333333333334
Pallavi Raghunathan,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,7,0,0,0,0,14.0,10.233333333333333,16.4
Richard Wiener,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,5,0,0,0,0,14.0,14.166666666666666,15.0
Robert Isaacson Jr,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,2,0,0,0,0,14.0,11.666666666666666,14.383333333333333
Yanling Chang,2021_09_30_MZT_S4_MZT,2021_09_30_MZT_S4,2,0,0,0,0,14.0,14.5,16.116666666666667
Amina Schartup,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,1,0,0,0,0,13.0,0.0,0.0
Andrew Ferg,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,3,1,0,0,1,13.0,16.333333333333332,16.683333333333334
Gail Mckee,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,0,0,0,0,13.0,12.7,12.7
Michael D Cullinan,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,13.0,16.183333333333334,16.183333333333334
Bishakha Mona,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,2,0,0,0,1,12.0,13.6,13.683333333333334
Jamie Bender,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,1,0,0,0,1,12.0,16.8,16.8
Kristen Madland,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,3,0,0,0,1,12.0,9.333333333333334,17.75
Richard Wiener,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,2,0,0,0,1,12.0,5.416666666666667,5.716666666666667
Richard Wiener,2021_05_20_ABI_S4_ABI,2021_05_20_ABI_S4,2,0,0,0,0,12.0,15.5,15.7
Aisla Ibrahimi,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,2,0,0,0,1,11.0,11.683333333333334,12.4
Carol F Huseboe,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,1,0,0,0,0,11.0,13.85,13.85
Jochen Marschall | Heising,2021_06_11_SLU_S11_SLU,2021_06_11_SLU_S11,1,0,0,0,1,11.0,17.483333333333334,17.483333333333334
Lauren O'Connell,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,11.0,14.6,14.6
Silvia Ronco,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,2,0,0,0,0,11.0,17.066666666666666,17.233333333333334
Silvia Ronco,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,1,0,0,0,0,11.0,18.133333333333333,18.133333333333333
Wang Ying,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,11.0,,
Wingjin Zhang,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,0,0,0,0,11.0,10.566666666666666,11.55
George Weinstock,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,1,0,0,0,1,10.0,14.15,14.15
Jia Li Zhu,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,10.0,12.4,12.4
Joyce Jose,2021_09_30_MZT_S6_MZT,2021_09_30_MZT_S6,5,0,0,0,0,10.0,13.1,16.566666666666666
Maria Fernandez,2021_09_30_MZT_S6_MZT,2021_09_30_MZT_S6,10,2,0,0,1,10.0,17.116666666666667,19.4
Michael Burton,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,2,0,0,0,1,10.0,11.333333333333334,12.366666666666667
Richard Wiener,2021_06_11_SLU_S8_SLU,2021_06_11_SLU_S8,3,0,0,0,0,10.0,14.95,16.483333333333334
Silvia Ronco,2021_04_23_MND_S3_MND,2021_04_23_MND_S3,3,0,0,0,0,10.0,9.35,9.833333333333334
Alexandra Basford,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,1,0,0,0,1,9.0,18.05,18.05
Chris Whitbey-Scott,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,1,0,0,0,0,9.0,11.833333333333334,11.833333333333334
Jeff Andrew Donahue,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,3,0,0,0,0,9.0,14.65,15.516666666666667
Ji Wang,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,2,0,0,0,0,9.0,17.5,17.766666666666666
Jill Panzer Godager,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,9.0,10.533333333333331,10.533333333333331
Jochen Marschall,2021_06_10_SLU_S6_SLU,2021_06_10_SLU_S6,1,0,0,0,1,9.0,17.033333333333335,17.033333333333335
botB1,2021_04_22_MND_S4_MND,2021_04_22_MND_S4,4,0,0,0,1,9.0,10.833333333333334,12.483333333333333
Aisla Ibrahimi,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,1,0,0,0,1,8.0,11.15,11.15
Andrew Feig,2021_04_22_MND_S7_MND,2021_04_22_MND_S7,1,0,0,0,0,8.0,12.716666666666669,12.716666666666669
Andrew Ferg,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,1,1,0,0,1,8.0,15.083333333333334,15.083333333333334
Rebecca Smith,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,2,0,0,0,0,8.0,17.666666666666668,18.016666666666666
Richard Wiener,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,1,0,0,0,1,8.0,17.716666666666665,17.716666666666665
Richard Wiener,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,4,0,0,0,0,8.0,,
Shawroulla Hatoum,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,2,0,0,0,0,8.0,15.566666666666666,15.7
Unknown speaker,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,0,0,0,0,8.0,13.95,14.083333333333334
Unknown speaker,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,2,0,0,0,0,8.0,10.433333333333334,10.666666666666666
Kirsten Martinko,2021_05_21_ABI_S2_ABI,2021_05_21_ABI_S2,5,0,0,0,0,7.0,11.183333333333334,17.4
Sarah MacEachern,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,2,0,0,0,0,7.0,17.183333333333334,17.2
Andrew Feig,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,3,0,0,0,0,6.0,10.833333333333334,12.066666666666666
Andy skemer,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,1,0,0,0,0,6.0,14.85,14.85
Elizabeth Bess,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,1,0,0,0,0,6.0,15.933333333333334,15.933333333333334
Kristen Macland,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,1,0,0,0,0,6.0,10.583333333333334,10.583333333333334
Richard Wiener,2021_06_10_SLU_S7_SLU,2021_06_10_SLU_S7,1,0,0,0,0,6.0,12.766666666666667,12.766666666666667
Alexandra Basford,2021_04_23_MND_S13_MND,2021_04_23_MND_S13,1,0,0,0,1,5.0,17.55,17.55
Alexandra Bedford,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,1,1,0,0,1,5.0,,
All Bryan Bayles,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,0,0,0,0,5.0,12.066666666666666,12.283333333333331
Andrew Feig,2021_04_23_MND_S12_MND,2021_04_23_MND_S12,3,0,0,0,0,5.0,10.766666666666667,11.483333333333333
Anne Hultgren,2021_04_23_MND_S16_MND,2021_04_23_MND_S16,1,0,0,0,1,5.0,13.983333333333333,13.983333333333333
Dr. Ali Keshavarzi,2021_05_21_ABI_S16_ABI,2021_05_21_ABI_S16,1,0,0,0,1,5.0,16.75,16.75
Jeff Balser,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,5,0,0,0,0,5.0,16.0,16.166666666666668
Jim Mitchell,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,2,0,0,0,0,5.0,11.466666666666669,15.783333333333331
Joel Zylberberg,2021_04_22_MND_S2_MND,2021_04_22_MND_S2,1,0,0,0,0,5.0,9.983333333333333,9.983333333333333
Silvia Ronco RCS4,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,4,0,0,0,0,5.0,15.0,15.083333333333334
Andrew Feig,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,1,0,0,0,0,4.0,,
Caroline Sinders,2021_06_10_SLU_S4_SLU,2021_06_10_SLU_S4,1,1,0,0,1,4.0,14.983333333333333,14.983333333333333
Maria Garami,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,1,0,0,0,0,4.0,19.733333333333334,19.733333333333334
Mayana Keynan,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,1,0,0,0,0,4.0,,
Richard Wiener,2021_04_23_MND_S5_MND,2021_04_23_MND_S5,1,0,0,0,0,4.0,11.95,11.95
Richard Wiener,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,2,0,0,0,1,4.0,12.55,12.916666666666666
Sandra Laney,2021_04_23_MND_S12_MND,2021_04_23_MND_S12,3,0,0,0,1,4.0,17.333333333333332,17.383333333333333
Tanisia Chung,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,3,0,0,0,0,4.0,12.883333333333333,13.866666666666667
Unidentified speaker,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,4,0,0,0,0,4.0,10.7,10.733333333333333
Unknown speaker,2021_05_21_ABI_S13_ABI,2021_05_21_ABI_S13,3,0,0,0,0,4.0,10.783333333333331,12.733333333333333
Wei-Min Chen,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,0,0,0,0,4.0,12.166666666666666,12.166666666666666
[Unintelligible Speaker],2021_06_11_SLU_S2_SLU,2021_06_11_SLU_S2,3,0,0,0,0,4.0,10.033333333333331,10.35
All,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,0,0,0,0,3.0,10.683333333333334,16.066666666666666
Andrew,2021_04_23_MND_S6_MND,2021_04_23_MND_S6,1,1,0,0,0,3.0,,
Andrew Feig,2021_05_21_ABI_S11_ABI,2021_05_21_ABI_S11,1,1,0,0,0,3.0,11.2,11.2
Andrew Feig,2021_05_21_ABI_S12_ABI,2021_05_21_ABI_S12,1,0,0,0,0,3.0,10.716666666666669,10.716666666666669
Andrew Feig,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,1,1,0,0,0,3.0,11.95,11.95
Andrew Hsu,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,3,0,0,0,0,3.0,12.45,12.583333333333334
Harris Wang,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,0,0,0,0,3.0,10.983333333333333,13.933333333333334
Jeff Elam,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,2,1,0,0,0,3.0,12.683333333333334,12.833333333333334
Laurel Beckett,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,1,0,0,0,0,3.0,19.95,19.95
Richard Morimoto,2021_04_23_MND_S14_MND,2021_04_23_MND_S14,1,0,0,0,0,3.0,15.283333333333331,15.283333333333331
Sheryl Hozier,2021_04_23_MND_S2_MND,2021_04_23_MND_S2,1,0,0,0,0,3.0,15.383333333333333,15.383333333333333
Shiva Abbaszadeh,2021_05_20_ABI_S3_ABI,2021_05_20_ABI_S3,1,0,0,0,0,3.0,12.116666666666667,12.116666666666667
Shiva Abbaszadeh,2021_05_20_ABI_S7_ABI,2021_05_20_ABI_S7,1,0,0,0,0,3.0,12.183333333333334,12.183333333333334
Silvia Ronco,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,2,0,0,0,0,3.0,16.0,16.816666666666666
Unidentified speaker,2021_04_22_MND_S6_MND,2021_04_22_MND_S6,2,0,0,0,0,3.0,10.3,10.333333333333334
Zongqi Xia,2021_04_22_MND_S5_MND,2021_04_22_MND_S5,2,0,0,0,0,3.0,,
Crystal Rogers- UC Davis,2021_05_20_ABI_S2_ABI,2021_05_20_ABI_S2,1,0,0,0,0,2.0,9.95,9.95
Joseph Levy,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,1,0,0,0,0,2.0,17.166666666666668,17.166666666666668
Ke Zhang,2021_06_11_SLU_S6_SLU,2021_06_11_SLU_S6,2,0,0,0,0,2.0,10.05,10.25
Linda Alvarez,2021_05_20_ABI_S8_ABI,2021_05_20_ABI_S8,1,0,0,0,0,2.0,13.583333333333334,13.583333333333334
Lisa Ryno,2021_04_23_MND_S15_MND,2021_04_23_MND_S15,1,0,0,0,0,2.0,,
Silvia Ronco,2021_06_11_SLU_S3_SLU,2021_06_11_SLU_S3,2,0,0,0,0,2.0,11.066666666666666,11.266666666666667
Silvie Huijben,2021_10_01_MZT_S4_MZT,2021_10_01_MZT_S4,1,0,0,0,0,2.0,10.983333333333333,10.983333333333333
Wesling Meng,2021_04_23_MND_S7_MND,2021_04_23_MND_S7,1,0,0,0,0,2.0,13.8,13.8
Andrew Skemer,2021_06_11_SLU_S1_SLU,2021_06_11_SLU_S1,2,0,0,0,0,1.0,11.1,11.616666666666667
Bot 5,2021_05_21_ABI_S5_ABI,2021_05_21_ABI_S5,1,0,0,0,1,1.0,16.016666666666666,16.016666666666666
Cesar de la Fuente UPenn,2021_04_23_MND_S9_MND,2021_04_23_MND_S9,1,0,0,0,0,1.0,16.25,16.25
Curt Horvath,2021_10_01_MZT_S9_MZT,2021_10_01_MZT_S9,1,0,0,0,1,1.0,18.183333333333337,18.183333333333337
Gisselle Medina,2021_10_01_MZT_S3_MZT,2021_10_01_MZT_S3,1,0,0,0,0,1.0,11.3,11.3
Nina Cardoza,2021_05_21_ABI_S1_ABI,2021_05_21_ABI_S1,1,0,0,0,0,1.0,16.033333333333335,16.033333333333335
Unidentified Speaker,2021_04_23_MND_S10_MND,2021_04_23_MND_S10,2,0,0,0,0,1.0,5.65,5.666666666666667
Ana Bento,2021_09_30_MZT_S6_MZT,2021_09_30_MZT_S6,3,0,0,0,1,0.0,18.166666666666668,18.166666666666668
Aniruddha Ray,2021_05_21_ABI_S14_ABI,2021_05_21_ABI_S14,0,0,0,0,0,0.0,15.966666666666669,15.966666666666669
Chris Whitlatch,2021_04_22_MND_S1_MND,2021_04_22_MND_S1,1,0,0,0,0,0.0,7.033333333333333,7.033333333333333
Christopher Hamilton,2021_06_10_SLU_S1_SLU,2021_06_10_SLU_S1,0,0,0,0,0,0.0,17.233333333333334,17.233333333333334
Jim Mitchell,2021_05_21_ABI_S15_ABI,2021_05_21_ABI_S15,1,0,0,0,0,0.0,12.3,12.3
